"hotspot_id","timestamp","filt_thermal16","filt_thermal8","filt_color","x_pos","y_pos","thumb_left","thumb_top","thumb_right","thumb_bottom","hotspot_type","species_id"
"16570","20160407235233.752GMT","CHESS_FL1_C_160407_235233.752_THERM-16BIT.PNG","CHESS_FL1_C_160407_235233.752_THERM-8BIT-N.PNG","CHESS_FL1_C_160407_235233.752_COLOR-8-BIT.JPG",625,255,5864,2064,6376,2576,"Anomaly","NA"
"16569","20160407235233.752GMT","CHESS_FL1_C_160407_235233.752_THERM-16BIT.PNG","CHESS_FL1_C_160407_235233.752_THERM-8BIT-N.PNG","CHESS_FL1_C_160407_235233.752_COLOR-8-BIT.JPG",298,164,2408,1183,2920,1695,"Anomaly","NA"
"16663","20160407235347.726GMT","CHESS_FL1_C_160407_235347.726_THERM-16BIT.PNG","CHESS_FL1_C_160407_235347.726_THERM-8BIT-N.PNG","CHESS_FL1_C_160407_235347.726_COLOR-8-BIT.JPG",396,318,3604,2354,4116,2866,"Anomaly","NA"
"16662","20160407235347.726GMT","CHESS_FL1_C_160407_235347.726_THERM-16BIT.PNG","CHESS_FL1_C_160407_235347.726_THERM-8BIT-N.PNG","CHESS_FL1_C_160407_235347.726_COLOR-8-BIT.JPG",361,275,3217,1897,3729,2409,"Anomaly","NA"
"16908","20160407235721.171GMT","CHESS_FL1_C_160407_235721.171_THERM-16BIT.PNG","CHESS_FL1_C_160407_235721.171_THERM-8BIT-N.PNG","CHESS_FL1_C_160407_235721.171_COLOR-8-BIT.JPG",582,322,5514,2679,6026,3191,"Anomaly","NA"
"16988","20160407235851.225GMT","CHESS_FL1_C_160407_235851.225_THERM-16BIT.PNG","CHESS_FL1_C_160407_235851.225_THERM-8BIT-N.PNG","CHESS_FL1_C_160407_235851.225_COLOR-8-BIT.JPG",349,460,3252,3144,3764,3656,"Anomaly","NA"
"16989","20160407235851.225GMT","CHESS_FL1_C_160407_235851.225_THERM-16BIT.PNG","CHESS_FL1_C_160407_235851.225_THERM-8BIT-N.PNG","CHESS_FL1_C_160407_235851.225_COLOR-8-BIT.JPG",346,464,3209,3166,3721,3678,"Anomaly","NA"
"17065","20160408000039.842GMT","CHESS_FL1_C_160408_000039.842_THERM-16BIT.PNG","CHESS_FL1_C_160408_000039.842_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_000041.061_COLOR-8-BIT.JPG",245,15,2138,-407,2650,105,"Anomaly","NA"
"17270","20160408000435.858GMT","CHESS_FL1_C_160408_000435.858_THERM-16BIT.PNG","CHESS_FL1_C_160408_000435.858_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_000435.858_COLOR-8-BIT.JPG",209,16,1609,22,2121,534,"Anomaly","NA"
"17462","20160408000756.116GMT","CHESS_FL1_C_160408_000756.116_THERM-16BIT.PNG","CHESS_FL1_C_160408_000756.116_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_000756.116_COLOR-8-BIT.JPG",393,133,3194,904,3706,1416,"Anomaly","NA"
"17486","20160408000829.379GMT","CHESS_FL1_C_160408_000829.379_THERM-16BIT.PNG","CHESS_FL1_C_160408_000829.379_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_000830.513_COLOR-8-BIT.JPG",604,23,5317,-215,5829,297,"Anomaly","NA"
"17927","20160408002324.412GMT","CHESS_FL1_C_160408_002324.412_THERM-16BIT.PNG","CHESS_FL1_C_160408_002324.412_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_002324.412_COLOR-8-BIT.JPG",110,189,669,509,1181,1021,"Anomaly","NA"
"18100","20160408002838.656GMT","CHESS_FL1_C_160408_002838.656_THERM-16BIT.PNG","CHESS_FL1_C_160408_002838.656_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_002838.656_COLOR-8-BIT.JPG",240,234,1822,996,2334,1508,"Anomaly","NA"
"18126","20160408003145.794GMT","CHESS_FL1_C_160408_003145.794_THERM-16BIT.PNG","CHESS_FL1_C_160408_003145.794_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_003145.794_COLOR-8-BIT.JPG",134,144,721,475,1233,987,"Anomaly","NA"
"18125","20160408003145.794GMT","CHESS_FL1_C_160408_003145.794_THERM-16BIT.PNG","CHESS_FL1_C_160408_003145.794_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_003145.794_COLOR-8-BIT.JPG",138,114,784,159,1296,671,"Anomaly","NA"
"18124","20160408003145.794GMT","CHESS_FL1_C_160408_003145.794_THERM-16BIT.PNG","CHESS_FL1_C_160408_003145.794_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_003145.794_COLOR-8-BIT.JPG",165,202,1073,1108,1585,1620,"Anomaly","NA"
"18214","20160408003944.342GMT","CHESS_FL1_C_160408_003944.342_THERM-16BIT.PNG","CHESS_FL1_C_160408_003944.342_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_003944.342_COLOR-8-BIT.JPG",514,445,4864,3869,5376,4381,"Anomaly","NA"
"18216","20160408003944.342GMT","CHESS_FL1_C_160408_003944.342_THERM-16BIT.PNG","CHESS_FL1_C_160408_003944.342_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_003944.342_COLOR-8-BIT.JPG",535,433,5053,3766,5565,4278,"Anomaly","NA"
"18217","20160408003944.342GMT","CHESS_FL1_C_160408_003944.342_THERM-16BIT.PNG","CHESS_FL1_C_160408_003944.342_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_003944.342_COLOR-8-BIT.JPG",72,294,164,2324,676,2836,"Anomaly","NA"
"18215","20160408003944.342GMT","CHESS_FL1_C_160408_003944.342_THERM-16BIT.PNG","CHESS_FL1_C_160408_003944.342_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_003944.342_COLOR-8-BIT.JPG",562,422,5340,3644,5852,4156,"Anomaly","NA"
"18253","20160408004150.227GMT","CHESS_FL1_C_160408_004150.227_THERM-16BIT.PNG","CHESS_FL1_C_160408_004150.227_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_004150.227_COLOR-8-BIT.JPG",174,90,1520,-128,2032,384,"Anomaly","NA"
"18488","20160408005037.328GMT","CHESS_FL1_C_160408_005037.328_THERM-16BIT.PNG","CHESS_FL1_C_160408_005037.328_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_005037.328_COLOR-8-BIT.JPG",215,390,1717,3205,2229,3717,"Anomaly","NA"
"18487","20160408005037.328GMT","CHESS_FL1_C_160408_005037.328_THERM-16BIT.PNG","CHESS_FL1_C_160408_005037.328_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_005037.328_COLOR-8-BIT.JPG",203,375,1584,3040,2096,3552,"Anomaly","NA"
"18537","20160408005435.742GMT","CHESS_FL1_C_160408_005435.742_THERM-16BIT.PNG","CHESS_FL1_C_160408_005435.742_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_005435.742_COLOR-8-BIT.JPG",202,147,1711,541,2223,1053,"Anomaly","NA"
"18538","20160408005435.742GMT","CHESS_FL1_C_160408_005435.742_THERM-16BIT.PNG","CHESS_FL1_C_160408_005435.742_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_005435.742_COLOR-8-BIT.JPG",160,113,1268,188,1780,700,"Anomaly","NA"
"18638","20160408005743.616GMT","CHESS_FL1_C_160408_005743.616_THERM-16BIT.PNG","CHESS_FL1_C_160408_005743.616_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_005743.616_COLOR-8-BIT.JPG",170,236,1176,1864,1688,2376,"Anomaly","NA"
"18649","20160408005758.079GMT","CHESS_FL1_C_160408_005758.079_THERM-16BIT.PNG","CHESS_FL1_C_160408_005758.079_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_005756.994_COLOR-8-BIT.JPG",591,471,5503,973,6015,1485,"Anomaly","NA"
"18756","20160408010510.168GMT","CHESS_FL1_C_160408_010510.168_THERM-16BIT.PNG","CHESS_FL1_C_160408_010510.168_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_010510.168_COLOR-8-BIT.JPG",141,365,832,3016,1344,3528,"Anomaly","NA"
"19196","20160408012726.130GMT","CHESS_FL1_C_160408_012726.130_THERM-16BIT.PNG","CHESS_FL1_C_160408_012726.130_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_012726.130_COLOR-8-BIT.JPG",106,74,564,634,1076,1146,"Anomaly","NA"
"19271","20160408013237.802GMT","CHESS_FL1_C_160408_013237.802_THERM-16BIT.PNG","CHESS_FL1_C_160408_013237.802_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013237.802_COLOR-8-BIT.JPG",9,146,-242,1234,270,1746,"Anomaly","NA"
"19279","20160408013245.556GMT","CHESS_FL1_C_160408_013245.556_THERM-16BIT.PNG","CHESS_FL1_C_160408_013245.556_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013244.635_COLOR-8-BIT.JPG",248,460,2300,768,2812,1280,"Anomaly","NA"
"19278","20160408013245.556GMT","CHESS_FL1_C_160408_013245.556_THERM-16BIT.PNG","CHESS_FL1_C_160408_013245.556_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013244.635_COLOR-8-BIT.JPG",244,453,2269,679,2781,1191,"Anomaly","NA"
"19335","20160408013432.124GMT","CHESS_FL1_C_160408_013432.124_THERM-16BIT.PNG","CHESS_FL1_C_160408_013432.124_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013432.124_COLOR-8-BIT.JPG",140,92,1106,-180,1618,332,"Anomaly","NA"
"19334","20160408013432.124GMT","CHESS_FL1_C_160408_013432.124_THERM-16BIT.PNG","CHESS_FL1_C_160408_013432.124_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013432.124_COLOR-8-BIT.JPG",120,186,934,804,1446,1316,"Anomaly","NA"
"19331","20160408013432.124GMT","CHESS_FL1_C_160408_013432.124_THERM-16BIT.PNG","CHESS_FL1_C_160408_013432.124_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013432.900_COLOR-8-BIT.JPG",179,28,877,1822,1389,2334,"Anomaly","NA"
"19332","20160408013432.124GMT","CHESS_FL1_C_160408_013432.124_THERM-16BIT.PNG","CHESS_FL1_C_160408_013432.124_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013432.124_COLOR-8-BIT.JPG",144,86,1150,-236,1662,276,"Anomaly","NA"
"19333","20160408013432.124GMT","CHESS_FL1_C_160408_013432.124_THERM-16BIT.PNG","CHESS_FL1_C_160408_013432.124_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_013432.900_COLOR-8-BIT.JPG",148,79,560,2368,1072,2880,"Anomaly","NA"
"19432","20160408014121.851GMT","CHESS_FL1_C_160408_014121.851_THERM-16BIT.PNG","CHESS_FL1_C_160408_014121.851_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_014121.851_COLOR-8-BIT.JPG",579,387,5524,3719,6036,4231,"Anomaly","NA"
"19701","20160408015204.329GMT","CHESS_FL1_C_160408_015204.329_THERM-16BIT.PNG","CHESS_FL1_C_160408_015204.329_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_015205.105_COLOR-8-BIT.JPG",445,23,3984,-171,4496,341,"Anomaly","NA"
"19702","20160408015204.329GMT","CHESS_FL1_C_160408_015204.329_THERM-16BIT.PNG","CHESS_FL1_C_160408_015204.329_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_015204.329_COLOR-8-BIT.JPG",338,200,2872,1688,3384,2200,"Anomaly","NA"
"19703","20160408015204.329GMT","CHESS_FL1_C_160408_015204.329_THERM-16BIT.PNG","CHESS_FL1_C_160408_015204.329_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_015204.329_COLOR-8-BIT.JPG",300,204,2496,1696,3008,2208,"Anomaly","NA"
"19704","20160408015204.329GMT","CHESS_FL1_C_160408_015204.329_THERM-16BIT.PNG","CHESS_FL1_C_160408_015204.329_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_015204.329_COLOR-8-BIT.JPG",470,304,4259,2764,4771,3276,"Anomaly","NA"
"19876","20160408015459.506GMT","CHESS_FL1_C_160408_015459.506_THERM-16BIT.PNG","CHESS_FL1_C_160408_015459.506_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_015459.506_COLOR-8-BIT.JPG",127,170,772,1354,1284,1866,"Anomaly","NA"
"19875","20160408015459.506GMT","CHESS_FL1_C_160408_015459.506_THERM-16BIT.PNG","CHESS_FL1_C_160408_015459.506_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_015459.506_COLOR-8-BIT.JPG",142,151,940,1144,1452,1656,"Anomaly","NA"
"19956","20160408020014.229GMT","CHESS_FL1_C_160408_020014.229_THERM-16BIT.PNG","CHESS_FL1_C_160408_020014.229_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020014.229_COLOR-8-BIT.JPG",277,65,2053,-95,2565,417,"Anomaly","NA"
"19960","20160408020140.417GMT","CHESS_FL1_C_160408_020140.417_THERM-16BIT.PNG","CHESS_FL1_C_160408_020140.417_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020141.409_COLOR-8-BIT.JPG",379,17,2519,2674,3031,3186,"Anomaly","NA"
"19974","20160408020406.425GMT","CHESS_FL1_C_160408_020406.425_THERM-16BIT.PNG","CHESS_FL1_C_160408_020406.425_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020406.425_COLOR-8-BIT.JPG",50,361,24,3349,536,3861,"Anomaly","NA"
"19982","20160408020531.080GMT","CHESS_FL1_C_160408_020531.080_THERM-16BIT.PNG","CHESS_FL1_C_160408_020531.080_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020531.080_COLOR-8-BIT.JPG",163,426,1312,1081,1824,1593,"Anomaly","NA"
"20003","20160408020803.345GMT","CHESS_FL1_C_160408_020803.345_THERM-16BIT.PNG","CHESS_FL1_C_160408_020803.345_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020803.345_COLOR-8-BIT.JPG",441,225,4044,1660,4556,2172,"Anomaly","NA"
"20012","20160408020847.754GMT","CHESS_FL1_C_160408_020847.754_THERM-16BIT.PNG","CHESS_FL1_C_160408_020847.754_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020848.724_COLOR-8-BIT.JPG",188,18,898,2018,1410,2530,"Anomaly","NA"
"20014","20160408020920.706GMT","CHESS_FL1_C_160408_020920.706_THERM-16BIT.PNG","CHESS_FL1_C_160408_020920.706_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020920.706_COLOR-8-BIT.JPG",195,136,1507,870,2019,1382,"Anomaly","NA"
"20021","20160408020930.259GMT","CHESS_FL1_C_160408_020930.259_THERM-16BIT.PNG","CHESS_FL1_C_160408_020930.259_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020930.259_COLOR-8-BIT.JPG",254,373,2032,156,2544,668,"Anomaly","NA"
"20020","20160408020930.259GMT","CHESS_FL1_C_160408_020930.259_THERM-16BIT.PNG","CHESS_FL1_C_160408_020930.259_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020931.104_COLOR-8-BIT.JPG",583,331,5221,2413,5733,2925,"Anomaly","NA"
"20019","20160408020930.259GMT","CHESS_FL1_C_160408_020930.259_THERM-16BIT.PNG","CHESS_FL1_C_160408_020930.259_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020930.259_COLOR-8-BIT.JPG",257,363,2083,58,2595,570,"Anomaly","NA"
"20022","20160408020931.104GMT","CHESS_FL1_C_160408_020931.104_THERM-16BIT.PNG","CHESS_FL1_C_160408_020931.104_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020931.104_COLOR-8-BIT.JPG",21,232,-173,1327,339,1839,"Anomaly","NA"
"20023","20160408020931.104GMT","CHESS_FL1_C_160408_020931.104_THERM-16BIT.PNG","CHESS_FL1_C_160408_020931.104_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_020931.104_COLOR-8-BIT.JPG",210,380,1869,2899,2381,3411,"Anomaly","NA"
"20062","20160408021051.519GMT","CHESS_FL1_C_160408_021051.519_THERM-16BIT.PNG","CHESS_FL1_C_160408_021051.519_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_021051.519_COLOR-8-BIT.JPG",79,454,314,3889,826,4401,"Anomaly","NA"
"20063","20160408021051.519GMT","CHESS_FL1_C_160408_021051.519_THERM-16BIT.PNG","CHESS_FL1_C_160408_021051.519_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_021051.519_COLOR-8-BIT.JPG",214,472,1764,4054,2276,4566,"Anomaly","NA"
"20064","20160408021118.336GMT","CHESS_FL1_C_160408_021118.336_THERM-16BIT.PNG","CHESS_FL1_C_160408_021118.336_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_021118.336_COLOR-8-BIT.JPG",471,25,4304,-80,4816,432,"Anomaly","NA"
"20065","20160408021119.222GMT","CHESS_FL1_C_160408_021119.222_THERM-16BIT.PNG","CHESS_FL1_C_160408_021119.222_THERM-8BIT-N.PNG","CHESS_FL1_C_160408_021119.222_COLOR-8-BIT.JPG",434,298,4736,20,5248,532,"Anomaly","NA"
"97001","20160408000245.415GMT","CHESS_FL1_P_160408_000245.415_THERM-16BIT.PNG","CHESS_FL1_P_160408_000245.415_THERM-8BIT-N.PNG","CHESS_FL1_P_160408_000245.415_COLOR-8-BIT.JPG",550,159,5788,344,6300,856,"Animal","Bearded Seal"
