hotspot_id,timestamp,filt_thermal16,filt_thermal8,filt_color,x_pos,y_pos,thumb_left,thumb_top,thumb_right,thumb_bottom,hotspot_type,species_id,updated_bot,updated_top,updated_left,updated_right,updated,status
16332,2016-03-07 23:45:02.000428,CHESS_FL1_C_160407_234502.428_THERM-16BIT.PNG,CHESS_FL1_C_160407_234502.428_THERM-8-BIT.JPG,CHESS_FL1_C_160407_234502.428_COLOR-8-BIT.JPG,521,295,5125,1783,5637,2295,Anomaly,NA,-1,-1,-1,-1,false,none
16331,2016-03-07 23:45:02.000428,CHESS_FL1_C_160407_234502.428_THERM-16BIT.PNG,CHESS_FL1_C_160407_234502.428_THERM-8-BIT.JPG,CHESS_FL1_C_160407_234502.428_COLOR-8-BIT.JPG,521,295,5113,1777,5625,2289,Anomaly,NA,-1,-1,-1,-1,false,none
16570,2016-03-07 23:52:33.000752,CHESS_FL1_C_160407_235233.752_THERM-16BIT.PNG,CHESS_FL1_C_160407_235233.752_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235233.752_COLOR-8-BIT.JPG,625,255,5864,2064,6376,2576,Anomaly,NA,-1,-1,-1,-1,false,none
16569,2016-03-07 23:52:33.000752,CHESS_FL1_C_160407_235233.752_THERM-16BIT.PNG,CHESS_FL1_C_160407_235233.752_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235233.752_COLOR-8-BIT.JPG,298,164,2408,1183,2920,1695,Anomaly,NA,-1,-1,-1,-1,false,none
16663,2016-03-07 23:53:47.000726,CHESS_FL1_C_160407_235347.726_THERM-16BIT.PNG,CHESS_FL1_C_160407_235347.726_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235347.726_COLOR-8-BIT.JPG,396,318,3604,2354,4116,2866,Anomaly,NA,-1,-1,-1,-1,false,none
16662,2016-03-07 23:53:47.000726,CHESS_FL1_C_160407_235347.726_THERM-16BIT.PNG,CHESS_FL1_C_160407_235347.726_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235347.726_COLOR-8-BIT.JPG,361,275,3217,1897,3729,2409,Anomaly,NA,-1,-1,-1,-1,false,none
16908,2016-03-07 23:57:21.000171,CHESS_FL1_C_160407_235721.171_THERM-16BIT.PNG,CHESS_FL1_C_160407_235721.171_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235721.171_COLOR-8-BIT.JPG,582,322,5514,2679,6026,3191,Anomaly,NA,-1,-1,-1,-1,false,none
16977,2016-03-07 23:58:33.000627,CHESS_FL1_C_160407_235833.627_THERM-16BIT.PNG,CHESS_FL1_C_160407_235833.627_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235833.627_COLOR-8-BIT.JPG,371,295,3084,2404,3596,2916,Anomaly,NA,-1,-1,-1,-1,false,none
16978,2016-03-07 23:58:33.000627,CHESS_FL1_C_160407_235833.627_THERM-16BIT.PNG,CHESS_FL1_C_160407_235833.627_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235833.627_COLOR-8-BIT.JPG,379,305,3196,2484,3708,2996,Anomaly,NA,-1,-1,-1,-1,false,none
16988,2016-03-07 23:58:51.000225,CHESS_FL1_C_160407_235851.225_THERM-16BIT.PNG,CHESS_FL1_C_160407_235851.225_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235851.225_COLOR-8-BIT.JPG,349,460,3252,3144,3764,3656,Anomaly,NA,-1,-1,-1,-1,false,none
16989,2016-03-07 23:58:51.000225,CHESS_FL1_C_160407_235851.225_THERM-16BIT.PNG,CHESS_FL1_C_160407_235851.225_THERM-8-BIT.JPG,CHESS_FL1_C_160407_235851.225_COLOR-8-BIT.JPG,346,464,3209,3166,3721,3678,Anomaly,NA,-1,-1,-1,-1,false,none
17036,2016-03-08 00:00:13.000803,CHESS_FL1_C_160408_000013.803_THERM-16BIT.PNG,CHESS_FL1_C_160408_000013.803_THERM-8-BIT.JPG,CHESS_FL1_C_160408_000013.803_COLOR-8-BIT.JPG,372,263,3341,1584,3853,2096,Anomaly,NA,-1,-1,-1,-1,false,none
17065,2016-03-08 00:00:39.000842,CHESS_FL1_C_160408_000039.842_THERM-16BIT.PNG,CHESS_FL1_C_160408_000039.842_THERM-8-BIT.JPG,CHESS_FL1_C_160408_000041.061_COLOR-8-BIT.JPG,245,15,2138,-407,2650,105,Anomaly,NA,-1,-1,-1,-1,false,none
17270,2016-03-08 00:04:35.000858,CHESS_FL1_C_160408_000435.858_THERM-16BIT.PNG,CHESS_FL1_C_160408_000435.858_THERM-8-BIT.JPG,CHESS_FL1_C_160408_000435.858_COLOR-8-BIT.JPG,209,16,1609,22,2121,534,Anomaly,NA,-1,-1,-1,-1,false,none
17296,2016-03-08 00:05:08.000433,CHESS_FL1_C_160408_000508.433_THERM-16BIT.PNG,CHESS_FL1_C_160408_000508.433_THERM-8-BIT.JPG,CHESS_FL1_C_160408_000508.433_COLOR-8-BIT.JPG,326,296,2671,2101,3183,2613,Anomaly,NA,-1,-1,-1,-1,false,none
